,CustomerID,Gender,SeniorCitizen,Partner,Dependents,State,Latitude,Longitude,ZipCode,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Tenure,Contract,PaymentMethod,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,LTV_Segment
2035,2040-LDIWQ,Male,No,Yes,No,California,34.178067999999996,-118.61571399999998,91367,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,65,Two year,Bank transfer (automatic),Yes,84.2,5324.5,No,High
2036,6496-JDSSB,Female,No,No,No,California,34.19225,-118.77687399999999,91377,Yes,No,Fiber optic,No,No,No,No,Yes,No,8,Month-to-month,Bank transfer (automatic),Yes,80.0,624.6,No,Low
2037,4443-EMBNA,Female,No,Yes,No,California,34.506627,-118.699048,91384,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,71,Two year,Bank transfer (automatic),No,24.75,1836.9,No,Low
2038,6469-MRVET,Male,No,Yes,No,California,34.178483,-118.43179099999999,91401,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,One year,Electronic check,Yes,20.2,20.2,No,Low
2039,5961-VUSRV,Female,No,No,No,California,34.147149,-118.463365,91403,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12,One year,Bank transfer (automatic),Yes,19.35,219.35,No,Low
2040,6778-JFCMK,Male,No,No,No,California,34.202494,-118.448048,91405,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,24,One year,Mailed check,Yes,50.6,1288.75,No,Low
2041,6341-JVQGF,Female,No,Yes,No,California,34.195685,-118.490752,91406,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,31,One year,Mailed check,Yes,81.15,2545.75,No,Low
2042,4811-JBUVU,Male,No,No,No,California,34.146957,-118.432138,91423,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,30,Month-to-month,Credit card (automatic),Yes,89.9,2723.15,No,Low
2043,0945-TSONX,Female,No,Yes,No,California,34.152875,-118.486056,91436,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,47,Two year,Credit card (automatic),Yes,85.3,4107.25,No,Low
2044,2651-ZCBXV,Male,No,No,No,California,34.188339,-118.30094199999999,91501,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,54,Two year,Credit card (automatic),Yes,108.0,5760.65,No,High
2045,3316-UWXUY,Male,No,No,No,California,34.177267,-118.31003,91502,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,50,Month-to-month,Credit card (automatic),Yes,93.5,4747.5,No,High
2046,7083-MIOPC,Female,No,No,No,California,34.174215000000004,-118.345928,91505,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,72,Two year,Credit card (automatic),No,20.25,1566.9,No,Low
2047,1984-GPTEH,Female,No,No,No,California,34.169706,-118.323548,91506,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,29,Month-to-month,Electronic check,No,25.15,702.0,No,Low
2048,0621-JFHOL,Female,No,No,No,California,34.15136,-118.36478600000001,91602,No,No phone service,DSL,No,No,No,Yes,No,No,10,Two year,Mailed check,Yes,29.6,299.05,No,Low
2049,9903-LYSAB,Male,No,Yes,No,California,34.139082,-118.39275,91604,Yes,Yes,Fiber optic,No,No,No,No,No,No,18,Month-to-month,Electronic check,Yes,73.15,1305.95,No,Low
2050,9227-UAQFT,Male,No,No,No,California,34.187599,-118.387125,91606,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,16,Two year,Mailed check,No,19.75,284.35,No,Low
2051,7301-ABVAD,Female,No,No,No,California,34.165783000000005,-118.399795,91607,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,72,Two year,Bank transfer (automatic),No,86.6,6350.5,No,High
2052,6614-FHDBO,Male,No,No,No,California,34.132275,-117.611478,91701,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,72,Two year,Bank transfer (automatic),No,109.2,7878.3,No,High
2053,7576-ASEJU,Female,No,Yes,No,California,34.174493,-117.87068000000001,91702,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,41,One year,Credit card (automatic),Yes,74.7,3187.65,No,Low
2054,9058-HRZSV,Female,Yes,Yes,No,California,34.098275,-117.967399,91706,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,65,Month-to-month,Electronic check,No,94.4,6126.15,No,High
2055,4522-AKYLR,Female,Yes,No,No,California,33.942895,-117.72564399999999,91709,Yes,No,DSL,No,Yes,Yes,No,No,No,13,Month-to-month,Electronic check,Yes,54.8,731.3,No,Low
2056,0221-WMXNQ,Male,Yes,No,No,California,33.990646000000005,-117.663025,91710,Yes,No,Fiber optic,Yes,No,No,No,No,No,4,Month-to-month,Electronic check,No,75.35,273.4,No,Low
2057,0303-UNCIP,Male,No,No,No,California,34.127621000000005,-117.717863,91711,Yes,Yes,DSL,No,No,Yes,No,No,Yes,41,One year,Mailed check,No,65.0,2531.8,No,Low
2058,0959-WHOKV,Male,No,No,No,California,34.081109999999995,-117.853935,91724,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,42,One year,Electronic check,Yes,99.0,4298.45,No,Low
2059,4075-JFPGR,Female,No,Yes,No,California,34.100970000000004,-117.57882,91730,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,51,One year,Electronic check,Yes,93.5,4619.55,No,High
2060,3282-ZISZV,Male,No,No,No,California,34.04622,-118.053753,91733,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,32,One year,Credit card (automatic),No,83.7,2633.3,No,Low
2061,3675-YDUPJ,Male,No,No,No,California,34.245289,-117.642503,91737,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,10,Month-to-month,Mailed check,Yes,19.85,193.05,No,Low
2062,4111-BNXIF,Female,No,Yes,No,California,34.133809,-117.523724,91739,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,67,Two year,Electronic check,Yes,59.55,4103.9,No,Low
2063,7017-VFHAY,Female,No,Yes,Yes,California,34.119363,-117.85505900000001,91740,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,61,Two year,Credit card (automatic),No,115.1,7008.15,No,High
2064,6655-LHBYW,Male,No,No,No,California,34.14649,-117.84981499999999,91741,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,50,One year,Credit card (automatic),No,114.35,5791.1,No,High
2065,5046-NUHWD,Female,Yes,Yes,No,California,33.998471,-117.973758,91745,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,29,Month-to-month,Electronic check,Yes,45.0,1228.65,No,Low
2066,7529-ZDFXI,Male,Yes,Yes,No,California,34.144703,-117.770299,91750,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,57,Month-to-month,Electronic check,Yes,89.85,4925.35,No,High
2067,7605-BDWDC,Female,No,No,No,California,33.999992,-117.535395,91752,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,31,Two year,Bank transfer (automatic),Yes,49.85,1520.1,No,Low
2068,1950-KSVVJ,Female,No,Yes,No,California,34.050321999999994,-118.14703700000001,91754,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,45,One year,Mailed check,No,113.3,5032.25,No,High
2069,0123-CRBRT,Female,No,Yes,No,California,34.049172,-118.115022,91755,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,61,Two year,Mailed check,No,88.1,5526.75,No,High
2070,6292-TOSSS,Male,No,No,No,California,34.231318,-117.66203200000001,91759,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,50,Two year,Bank transfer (automatic),No,24.9,1195.25,No,Low
2071,3197-ARFOY,Female,Yes,No,No,California,34.035602000000004,-117.591528,91761,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,19,Month-to-month,Mailed check,Yes,105.0,2007.25,No,Low
2072,7014-ZZXAW,Female,No,Yes,No,California,34.072121,-117.698319,91763,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,71,Two year,Credit card (automatic),Yes,24.25,1732.95,No,Low
2073,7633-MVPUY,Male,No,Yes,No,California,33.992416,-117.807874,91765,Yes,No,DSL,Yes,Yes,No,Yes,No,No,57,Two year,Electronic check,Yes,59.75,3450.15,No,Low
2074,4716-HHKQH,Male,Yes,Yes,No,California,34.083086,-117.737997,91767,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,20,Month-to-month,Electronic check,No,107.05,2172.05,No,Low
2075,3179-GBRWV,Male,Yes,Yes,No,California,34.114771999999995,-118.089431,91775,Yes,No,DSL,Yes,Yes,No,No,No,Yes,21,Month-to-month,Bank transfer (automatic),Yes,64.95,1339.8,No,Low
2076,8645-KWHJO,Male,No,No,No,California,34.089927,-118.09564499999999,91776,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,14,Month-to-month,Electronic check,Yes,55.0,771.95,No,Low
2077,4130-MZLCC,Female,No,No,No,California,34.101608,-118.055848,91780,Yes,No,DSL,No,Yes,No,No,No,No,5,Month-to-month,Bank transfer (automatic),No,50.55,244.75,No,Low
2078,0314-TKOSI,Female,No,No,No,California,34.141146,-117.65558300000001,91784,Yes,No,DSL,Yes,Yes,No,No,No,No,6,Month-to-month,Mailed check,No,55.15,322.9,No,Low
2079,8229-MYEJZ,Female,No,No,No,California,34.105493,-117.66093400000001,91786,Yes,No,DSL,No,Yes,No,No,No,No,10,Month-to-month,Electronic check,No,51.2,498.25,No,Low
2080,2080-SRCDE,Female,No,No,Yes,California,34.018353999999995,-117.85491999999999,91789,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,Mailed check,No,25.4,25.4,No,Low
2081,9577-WJVCQ,Female,No,No,No,California,34.066964,-117.93700700000001,91790,Yes,Yes,DSL,Yes,No,No,No,No,No,68,Month-to-month,Mailed check,No,54.45,3687.75,No,Low
2082,6202-DYYFX,Female,No,No,No,California,34.024405,-117.89872199999999,91792,Yes,Yes,Fiber optic,No,No,No,No,No,No,22,One year,Credit card (automatic),Yes,76.0,1783.6,No,Low
2083,3808-HFKDE,Female,No,No,No,California,34.090925,-118.12816399999998,91801,Yes,No,DSL,No,No,No,No,No,No,20,Month-to-month,Electronic check,Yes,44.35,927.15,No,Low
2084,3727-OWVYD,Male,No,No,No,California,32.673483000000004,-116.47286299999999,91906,Yes,No,DSL,Yes,Yes,Yes,No,No,No,35,One year,Mailed check,No,61.2,2021.2,No,Low
2085,2294-SALNE,Male,No,Yes,No,California,32.636792,-117.05498899999999,91910,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,23,One year,Mailed check,No,86.8,1940.8,No,Low
2086,4847-TAJYI,Female,Yes,No,No,California,32.607964,-117.059459,91911,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,6,Month-to-month,Electronic check,Yes,89.35,567.8,No,Low
2087,1563-IWQEX,Female,No,No,No,California,32.64164,-116.985026,91913,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12,Month-to-month,Mailed check,No,19.7,220.35,No,Low
2088,8203-XJZRC,Male,No,No,No,California,32.688506,-116.93863200000001,91914,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,Mailed check,No,20.25,20.25,No,Low
2089,6556-DBKZF,Female,No,Yes,Yes,California,32.605012,-116.97595,91915,Yes,No,Fiber optic,No,No,Yes,No,No,No,71,Two year,Electronic check,No,76.05,5436.45,No,High
2090,6851-WEFYX,Male,Yes,Yes,No,California,32.912664,-116.63538700000001,91916,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,35,Month-to-month,Electronic check,Yes,100.8,3437.5,No,Low
2091,2985-JUUBZ,Male,No,Yes,Yes,California,32.622999,-116.687855,91917,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,40,Month-to-month,Electronic check,Yes,74.55,3015.75,No,Low
2092,0895-LMRSF,Male,No,No,No,California,32.579134,-117.119009,91932,Yes,No,DSL,No,No,No,No,Yes,Yes,23,One year,Bank transfer (automatic),Yes,64.9,1509.8,No,Low
2093,8266-VBFQL,Male,No,No,No,California,32.695681,-116.79838600000001,91935,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,4,Month-to-month,Electronic check,Yes,90.4,356.65,No,Low
2094,8181-YHCMF,Female,No,Yes,No,California,32.759327,-116.99726000000001,91941,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,68,Two year,Credit card (automatic),No,60.3,4109.0,No,Low
2095,2240-HSJQD,Male,No,No,Yes,California,32.782501,-117.01611000000001,91942,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,38,Month-to-month,Mailed check,Yes,81.85,3141.7,No,Low
2096,1248-DYXUB,Male,No,Yes,Yes,California,32.733564,-117.03371299999999,91945,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,52,Two year,Mailed check,No,24.8,1229.1,No,Low
2097,4115-BNPJY,Male,No,Yes,No,California,32.67102,-117.095235,91950,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,29,Two year,Mailed check,No,75.55,2054.4,No,Low
2098,3167-SNQPL,Male,Yes,Yes,Yes,California,32.800671,-116.48336299999998,91962,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,38,Month-to-month,Electronic check,No,101.15,3741.85,No,Low
2099,4091-TVOCN,Male,No,No,No,California,32.619465000000005,-116.59360500000001,91963,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,48,One year,Credit card (automatic),Yes,78.75,3682.45,No,Low
2100,1098-TDVUQ,Female,No,No,No,California,32.726627,-116.99460800000001,91977,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,Bank transfer (automatic),Yes,19.25,19.25,No,Low
2101,7277-OZCGZ,Female,No,No,No,California,32.730264,-116.95096299999999,91978,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,22,Month-to-month,Electronic check,Yes,89.05,1886.25,No,Low
2102,1557-EMYVT,Female,No,No,No,California,32.587557000000004,-116.636816,91980,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,43,Two year,Credit card (automatic),No,115.05,4895.1,No,High
2103,2799-ARNLO,Female,Yes,Yes,No,California,33.290907000000004,-117.202895,92003,Yes,No,Fiber optic,No,No,No,No,No,No,5,Month-to-month,Electronic check,Yes,69.35,341.6,No,Low
2104,5027-YOCXN,Male,No,Yes,No,California,33.015865999999995,-117.272254,92007,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,51,One year,Credit card (automatic),No,110.05,5686.4,No,High
2105,3973-SKMLN,Male,No,No,No,California,33.148115999999995,-117.30604299999999,92008,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,71,Two year,Credit card (automatic),Yes,19.9,1355.1,No,Low
2106,6745-JEFZB,Male,No,Yes,No,California,32.785165,-116.862648,92019,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,35,Month-to-month,Credit card (automatic),Yes,91.5,3236.35,No,Low
2107,9880-TDQAC,Female,No,Yes,No,California,32.832706,-116.873258,92021,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,72,Two year,Electronic check,Yes,60.0,4264.0,No,Low
2108,8705-WZCYL,Male,No,No,No,California,33.054579,-117.25665,92024,Yes,No,DSL,No,No,No,No,No,No,1,Month-to-month,Electronic check,Yes,44.8,44.8,No,Low
2109,7102-JJVTX,Female,No,Yes,No,California,33.081478000000004,-117.03381399999999,92025,Yes,No,DSL,Yes,No,No,No,No,No,9,One year,Mailed check,No,48.6,422.3,No,Low
2110,8626-PTQGE,Male,No,No,No,California,33.21846,-117.11691599999999,92026,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,69,Two year,Bank transfer (automatic),Yes,60.05,4176.7,No,Low
2111,4983-CLMLV,Female,No,Yes,No,California,33.141265000000004,-116.967221,92027,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,52,Month-to-month,Credit card (automatic),Yes,102.7,5138.1,No,High
2112,5701-YVSVF,Female,Yes,Yes,No,California,33.362575,-117.299644,92028,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,11,Month-to-month,Electronic check,Yes,82.9,880.05,No,Low
2113,5697-GOMBF,Female,Yes,Yes,Yes,California,32.980678000000005,-116.262854,92036,No,No phone service,DSL,No,No,No,No,Yes,No,28,Month-to-month,Electronic check,Yes,35.9,973.65,No,Low
2114,2739-CACDQ,Female,Yes,No,No,California,32.853743,-117.25034,92037,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,17,Month-to-month,Credit card (automatic),Yes,82.65,1470.05,No,Low
2115,9385-EHGDO,Female,No,Yes,Yes,California,32.909873,-116.906774,92040,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,35,Two year,Mailed check,Yes,19.85,739.35,No,Low
2116,9498-FIMXL,Female,No,No,No,California,33.351059,-117.420557,92054,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,8,One year,Mailed check,Yes,19.2,161.95,No,Low
2117,2379-GYFLQ,Male,No,No,No,California,33.194742,-117.29032,92056,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,46,One year,Credit card (automatic),Yes,94.9,4422.95,No,Low
2118,2088-IEBAU,Female,No,No,No,California,32.984395,-117.01345400000001,92064,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,68,Two year,Electronic check,Yes,88.15,6148.45,No,High
2119,7982-VCELR,Female,No,No,No,California,33.044540999999995,-116.833922,92065,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,36,Month-to-month,Credit card (automatic),Yes,94.8,3565.65,No,Low
2120,6035-BXTTY,Female,Yes,No,No,California,33.012751,-117.200617,92067,Yes,No,DSL,No,Yes,No,Yes,No,No,32,Month-to-month,Bank transfer (automatic),No,54.65,1830.1,No,Low
2121,6885-PKOAM,Female,No,Yes,No,California,33.162624,-117.17086299999998,92069,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,71,Two year,Credit card (automatic),No,85.75,6223.8,No,High
2122,7520-HQWJU,Female,No,Yes,Yes,California,33.174725,-116.743329,92070,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,66,Month-to-month,Bank transfer (automatic),Yes,67.45,4508.65,No,High
2123,9639-BUJXT,Male,No,No,No,California,32.847336,-116.99760500000001,92071,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,63,One year,Mailed check,No,20.5,1328.15,No,Low
2124,5924-SNGKP,Female,No,No,No,California,33.001813,-117.263628,92075,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,41,One year,Credit card (automatic),Yes,20.25,865.0,No,Low
2125,0021-IKXGC,Female,Yes,No,No,California,33.119028,-117.166036,92078,Yes,Yes,Fiber optic,No,No,No,No,No,No,1,Month-to-month,Electronic check,Yes,72.1,72.1,No,Low
2126,8966-SNIZF,Female,No,Yes,No,California,33.17494,-117.24276100000002,92083,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,70,Two year,Bank transfer (automatic),No,19.45,1303.5,No,Low
2127,6243-OZGFH,Female,No,No,No,California,33.22784,-117.200024,92084,No,No phone service,DSL,No,No,No,No,Yes,Yes,23,Month-to-month,Electronic check,Yes,44.95,996.85,No,Low
2128,4654-DLAMQ,Female,Yes,Yes,No,California,33.323705,-116.626907,92086,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,64,One year,Bank transfer (automatic),No,97.0,6430.9,No,High
2129,0513-RBGPE,Male,No,Yes,No,California,32.993559999999995,-117.207121,92091,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,37,Two year,Credit card (automatic),Yes,62.8,2278.75,No,Low
2130,5160-UXJED,Male,No,No,No,California,32.725229999999996,-117.171346,92101,Yes,No,DSL,No,No,No,No,No,No,17,One year,Mailed check,No,44.6,681.4,No,Low
2131,4115-NZRKS,Female,Yes,No,No,California,32.716007,-117.11746200000002,92102,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,7,Month-to-month,Electronic check,Yes,89.15,574.35,No,Low
2132,3351-NGXYI,Female,Yes,No,No,California,32.71346,-117.236378,92106,Yes,Yes,DSL,Yes,No,No,No,No,No,16,Month-to-month,Electronic check,Yes,54.1,889.0,No,Low
2133,8984-EYLLL,Male,No,Yes,No,California,32.741852,-117.243453,92107,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,64,Two year,Electronic check,Yes,105.25,6823.4,No,High
2134,9833-TGFHX,Male,No,Yes,No,California,32.787836,-117.232376,92109,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,42,One year,Electronic check,No,97.1,4016.75,No,Low
2135,9294-TDIPC,Male,No,No,Yes,California,32.76501,-117.19938,92110,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,5,Month-to-month,Mailed check,No,20.2,83.75,No,Low
2136,5229-DTFYB,Female,No,No,No,California,32.805518,-117.16905200000001,92111,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,41,Two year,Bank transfer (automatic),Yes,98.8,3959.15,No,Low
2137,0104-PPXDV,Male,No,Yes,No,California,32.697098,-117.11658700000001,92113,Yes,No,DSL,No,No,Yes,No,No,No,58,One year,Credit card (automatic),No,50.3,2878.55,No,Low
2138,5176-LMJXE,Female,No,No,No,California,32.707892,-117.05512,92114,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,47,Two year,Mailed check,Yes,20.55,945.7,No,Low
2139,3583-KRKMD,Male,No,No,No,California,32.762506,-117.07245,92115,Yes,No,Fiber optic,No,No,No,Yes,No,No,18,Month-to-month,Bank transfer (automatic),Yes,75.9,1373.05,No,Low
2140,9069-LGEUL,Male,No,Yes,No,California,32.825086,-117.199424,92117,Yes,No,DSL,Yes,No,No,No,No,Yes,23,Month-to-month,Bank transfer (automatic),Yes,59.95,1406.0,No,Low
2141,7302-ZHMHP,Female,No,No,No,California,32.68674,-117.18661200000001,92118,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,Mailed check,No,19.15,19.15,No,Low
2142,9571-EDEBV,Male,No,Yes,No,California,32.802959,-117.02709499999999,92119,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,71,One year,Credit card (automatic),Yes,98.65,6962.85,No,High
2143,3520-FJGCV,Male,No,Yes,Yes,California,32.807867,-117.060993,92120,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,72,Two year,Credit card (automatic),Yes,112.6,8126.65,No,High
2144,6563-VRERX,Male,No,Yes,No,California,32.898613,-117.202937,92121,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,33,One year,Mailed check,No,20.6,690.25,No,Low
2145,6122-EFVKN,Male,No,No,No,California,32.808814,-117.134694,92123,No,No phone service,DSL,Yes,No,No,Yes,No,No,24,Two year,Mailed check,No,35.75,830.8,No,Low
2146,2805-EDJPQ,Female,No,Yes,No,California,32.827238,-117.08928700000001,92124,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,56,One year,Credit card (automatic),Yes,99.75,5608.4,No,High
2147,6862-CQUMB,Male,No,No,No,California,32.886925,-117.152162,92126,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,37,Month-to-month,Credit card (automatic),Yes,96.1,3646.8,No,Low
2148,7156-MXBJE,Female,No,No,No,California,33.017518,-117.11845600000001,92127,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,43,One year,Credit card (automatic),No,85.1,3662.25,No,Low
2149,6158-HDPXZ,Male,No,No,No,California,33.000269,-117.072093,92128,No,No phone service,DSL,No,No,No,No,No,No,1,Month-to-month,Mailed check,No,25.35,25.35,No,Low
2150,2863-IMQDR,Female,No,No,No,California,32.957195,-117.202542,92130,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,61,Two year,Electronic check,No,89.65,5308.7,No,High
2151,5686-CMAWK,Male,No,No,No,California,32.89325,-117.08709099999999,92131,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,17,One year,Electronic check,No,86.75,1410.25,No,Low
2152,5651-CRHKQ,Female,No,Yes,No,California,32.677716,-117.04766599999999,92139,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,41,One year,Bank transfer (automatic),Yes,86.2,3339.05,No,Low
2153,8204-YJCLA,Male,Yes,Yes,No,California,32.555828000000005,-117.04007299999999,92173,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,72,Two year,Bank transfer (automatic),Yes,64.8,4732.35,No,High
2154,6583-SZVGP,Male,No,No,No,California,33.752938,-116.23005500000001,92203,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,48,Two year,Bank transfer (automatic),Yes,108.1,5067.45,No,High
2155,1708-PBBOA,Female,No,No,No,California,33.936298,-116.849577,92220,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,42,One year,Electronic check,Yes,54.75,2348.45,No,Low
2156,8782-LKFPK,Male,No,No,No,California,33.946982,-116.977672,92223,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,44,Month-to-month,Mailed check,Yes,90.4,4063.0,No,Low
2157,5522-JBWMO,Male,No,No,Yes,California,33.674583,-114.71611999999999,92225,Yes,No,DSL,No,No,No,No,No,No,1,Month-to-month,Electronic check,No,44.0,44.0,No,Low
2158,3597-MVHJT,Female,No,No,No,California,33.03933,-115.19185700000001,92227,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,27,Month-to-month,Bank transfer (automatic),Yes,95.6,2595.25,No,Low
2159,9774-NRNAU,Male,Yes,Yes,No,California,33.929812,-116.76058,92230,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,27,Month-to-month,Bank transfer (automatic),Yes,84.8,2309.55,No,Low
2160,0224-RLWWD,Female,Yes,No,No,California,32.690653999999995,-115.431225,92231,Yes,No,DSL,No,No,No,No,No,No,2,Month-to-month,Electronic check,Yes,44.3,89.3,No,Low
2161,9967-ATRFS,Female,No,No,No,California,33.143826000000004,-115.49748500000001,92233,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19,Month-to-month,Mailed check,No,19.9,367.55,No,Low
2162,3951-NJCVI,Female,Yes,Yes,No,California,33.829583,-116.474131,92234,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,42,Month-to-month,Electronic check,Yes,95.05,3944.5,No,Low
2163,2977-CEBSX,Female,No,No,No,California,33.680031,-116.171678,92236,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,66,Two year,Credit card (automatic),Yes,90.05,5965.95,No,High
2164,0177-PXBAT,Male,Yes,Yes,No,California,33.889604999999996,-115.25700900000001,92239,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,33,Month-to-month,Bank transfer (automatic),Yes,109.9,3694.7,No,Low
2165,2519-ERQOJ,Male,Yes,No,No,California,33.832799,-116.250973,92241,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,33,Month-to-month,Electronic check,Yes,54.6,1803.7,No,Low
2166,5876-QMYLD,Female,No,Yes,No,California,34.137741999999996,-114.36514,92242,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,23,One year,Mailed check,No,20.05,415.1,No,Low
